MaxReturn,LossAfter,dLoss,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,LossBefore,Entropy,Perplexity,MeanKL,ExplainedVariance,AverageReturn
-15.9020861074,-0.0266274831609,0.0266274831609,43,0,-1.36541518183,-29.857332586,4.03789004439,-2.57565729675e-16,1.42026460194,4.13821527519,0.00883337860073,3.54483409293e-09,-21.9659451329
92.142308091,-0.0181172988915,0.0181172988915,43,1,-1.35862476412,-30.5405798506,17.3593442199,-2.69298948765e-17,1.4082857637,4.08893998341,0.00671574312924,0.110939970982,-18.707288006
-16.0312078737,-0.0187572277522,0.0187572277522,40,2,-1.35735665014,-27.6528674407,3.01312906617,1.04455785829e-17,1.51193909016,4.53551704938,0.00748499241578,0.256644169417,-21.8028679096
84.6570038996,-0.0154375104871,0.0154375104871,42,3,-1.36106385321,-28.9940272087,16.3887631464,3.39438490221e-17,1.43992597351,4.22038338526,0.00702815716815,0.120268619548,-18.4789186968
92.1695912659,-0.0148537283248,0.0148537283248,43,4,-1.36066254549,-29.3219083097,17.4985318958,-2.32081902391e-17,1.45215039264,4.27229174902,0.00693622829286,0.0563721356982,-18.7873608116
-16.946218634,-0.0166505206683,0.0166505206683,43,5,-1.36257306101,-31.1246897268,3.5951417223,-4.40477096982e-17,1.42140179937,4.14292391977,0.00762833379872,0.306847533958,-22.151893177
93.4101342128,-0.0247397695931,0.0247397695931,40,6,-1.35093466864,-31.0889393023,24.7367347408,3.47341384762e-17,1.51375318128,4.54375235813,0.00797761737507,0.0739995987555,-16.0416157039
-14.0711176233,-0.0190527529693,0.0190527529693,42,7,-1.38253734169,-31.249777086,3.9155091607,-4.36873872143e-17,1.46686259912,4.3356112299,0.00784864293541,-0.408962046269,-21.7027227611
-15.1247962626,-0.0163453835734,0.0163453835734,40,8,-1.37511873877,-31.2499977133,3.5553033471,-5.33647371874e-17,1.48410988898,4.41103735188,0.0078636812437,0.288816254726,-22.0108438467
-16.686634513,-0.0239747608808,0.0239747608808,36,9,-1.36889376128,-29.7135046342,3.67990257673,-3.9113548293e-17,1.68338761494,5.38376323088,0.00794422350489,0.158967608061,-22.4319283506
-16.9688560987,-0.0209583503043,0.0209583503043,34,10,-1.36197234313,-30.3481398456,3.8684993472,2.33410690735e-17,1.75891225168,5.80611836279,0.0086088120634,0.297959233118,-22.1606570121
-17.321517253,-0.0199605448575,0.0199605448575,34,11,-1.36726759349,-27.5082855944,3.17091877741,7.58511150412e-17,1.80337365923,6.0700913794,0.00830598745369,0.33331873645,-21.5117653472
-16.5485145807,-0.0249280756394,0.0249280756394,35,12,-1.37828760426,-29.9996579233,3.60700822534,-8.81125273976e-17,1.78756604986,5.97489216443,0.00940169733857,0.40319153786,-21.7601358639
-17.0781596408,-0.020693168436,0.020693168436,32,13,-1.37090666964,-28.3289407284,2.59369958942,-4.10354541982e-17,1.85791389146,6.41035012714,0.00736786615952,-0.0538838670967,-20.2710505555
85.2299747382,-0.0197199587867,0.0197199587867,33,14,-1.37738554095,-24.3878880884,17.9494860371,7.47848046942e-19,1.80381748797,6.07278605839,0.0093452294565,0.0180408061587,-15.9555191646
-16.393245271,-0.0201274764,0.0201274764,32,15,-1.37078278364,-29.0237595165,3.13145359051,-3.44464826443e-17,1.86646782976,6.46541905893,0.00886741629202,-0.687677666735,-20.200424406
-17.2020054944,-0.0211736402138,0.0211736402138,32,16,-1.36138414569,-29.6825242238,3.27078045354,-3.32029315776e-17,1.91399785208,6.78014068731,0.00680338834758,0.183760680987,-20.6893789058
-16.6136839173,-0.0193887378224,0.0193887378224,31,17,-1.36614926091,-29.8122196692,4.12251149648,1.13640986054e-17,1.96801822452,7.15647988937,0.00840658411542,-0.0162256594374,-21.2543972486
-16.6332835047,-0.0171445071572,0.0171445071572,31,18,-1.366818134,-32.0826758955,3.93766981526,-1.08621820247e-16,1.95105290168,7.03609199496,0.00784274904874,0.119893163029,-21.5408056295
-17.2404020212,-0.0219280936681,0.0219280936681,31,19,-1.35943299175,-28.617672059,3.10604653091,-2.12728396462e-17,1.9754948084,7.21018643214,0.00944355214207,0.121410377007,-20.7887676753
-15.0861441771,-0.0187216256268,0.0187216256268,33,20,-1.37989971409,-29.5206986774,3.21997363254,-9.14612517485e-17,1.90432960286,6.71490446559,0.00969582941101,-0.0905464152985,-20.6851139738
-16.7979054449,-0.0210429981456,0.0210429981456,32,21,-1.36005355673,-26.9430596294,2.68242492141,8.3272904362e-17,1.91755447558,6.80429802883,0.00698619490189,0.227161648811,-20.3310789441
-16.6594933982,-0.0174944570422,0.0174944570422,33,22,-1.36583403663,-28.2241963075,2.2392785748,3.63493779789e-17,1.85518394846,6.39287410182,0.00678439308865,0.162788552011,-19.898832724
-17.4966101428,-0.0203649413055,0.0203649413055,33,23,-1.36966705126,-31.3184514042,2.32684141173,-3.98375608746e-17,1.83672407346,6.27594501361,0.00816654688873,0.236001020367,-20.4229663832
86.1699824772,-0.0193692205779,0.0193692205779,31,24,-1.36286878313,-26.7077628199,18.916562257,-1.60928902719e-17,1.93058494073,6.89354137561,0.00787711796278,0.00726677958073,-16.6584883361
-14.3886601324,-0.0140839833651,0.0140839833651,34,25,-1.38177419597,-28.4123761374,2.93272542656,3.19740289763e-17,1.78776470685,5.97607923643,0.00724371668824,-0.0205773543146,-21.0399519522
-16.7099520546,-0.0217607554236,0.0217607554236,33,26,-1.36592108257,-29.5145557466,3.33308044073,1.01134183077e-16,1.78651042014,5.96858821858,0.00808791395224,-0.132348077412,-20.93244126
87.1283741702,-0.0222147304259,0.0222147304259,33,27,-1.36795470492,-27.8231552406,25.2774151009,5.72259705544e-17,1.80234867816,6.06387283816,0.00946889350663,0.0291199611557,-14.4829246522
-14.7755750809,-0.0164362932825,0.0164362932825,33,28,-1.38338406545,-30.5617119193,3.75825040108,-2.43365280954e-16,1.76676689458,5.85190292444,0.00807993691976,-0.583994760627,-20.713158432
-14.1268417816,-0.0115650564927,0.0115650564927,35,29,-1.40390572776,-26.852586815,2.73245424633,5.60505816274e-17,1.67058132819,5.31525680786,0.00992466657165,0.285404214268,-19.8263733481
-16.8983488275,-0.0163386472233,0.0163386472233,35,30,-1.37472659762,-28.2650671404,2.17619195338,-3.37471961756e-17,1.68621536333,5.39900870372,0.00676152289235,0.276519170073,-19.9729668735
-17.7427047263,-0.0165287062518,0.0165287062518,32,31,-1.37302123737,-27.966638397,1.78259675829,-4.64147352211e-17,1.91465068929,6.78456846059,0.00909130599565,-0.174035066823,-20.2258518158
82.0271954679,-0.0160138080544,0.0160138080544,32,32,-1.36866825311,-28.2835622913,18.123435541,1.28820952253e-16,1.88309285963,6.57380530983,0.00660325079489,0.0313695203152,-17.5594598516
85.2882628694,-0.0235575847865,0.0235575847865,33,33,-1.38091071863,-28.2603344091,18.3857344381,6.43830227227e-17,1.78884056593,5.98251211532,0.00910050278462,0.0409917033046,-17.2755877947
91.2396167389,-0.0300298937706,0.0300298937706,33,34,-1.37820169056,-29.4397189213,25.771756233,1.31340830757e-16,1.81006940419,6.11087153763,0.00763750778541,0.033940068151,-13.8557713173
-14.4930080461,-0.0123581048469,0.0123581048469,35,35,-1.3849346591,-26.8273657954,2.45347609665,6.66456915275e-17,1.66815116841,5.30235556695,0.00675072209021,-1.97620055183,-20.876116262
83.084280454,-0.0129201760922,0.0129201760922,32,36,-1.37928907766,-25.7032860195,29.8335251102,8.11335905619e-17,1.82769086353,6.21950837061,0.00879246151771,0.0361136077319,-10.5468245519
80.9333737187,-0.0180391045395,0.0180391045395,31,37,-1.36975514003,-25.835276635,17.8624863927,-1.1395571753e-16,1.88982766498,6.61822803031,0.0085670247837,-0.0380134380674,-16.5866026757
85.3554785673,-0.015839651671,0.015839651671,32,38,-1.36559201241,-26.633225972,25.3280122762,-4.18710919354e-17,1.83925058923,6.29182133514,0.00725460988543,0.0369217709746,-13.1593155335
82.5072160101,-0.0144808836274,0.0144808836274,31,39,-1.36734348264,-27.6072187228,25.2751425575,-1.79458365226e-17,1.91089217402,6.75911641739,0.00813209371052,0.0545355752483,-13.6716690933
87.4674591488,-0.0168872108299,0.0168872108299,31,40,-1.36186646234,-28.4052658323,31.386156949,9.10654569921e-17,1.89719447734,6.66716330154,0.00946210658424,0.0319453936138,-9.68444556998
