MaxReturn,LossAfter,dLoss,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,LossBefore,Entropy,Perplexity,MeanKL,ExplainedVariance,AverageReturn
89.2703847566,-0.0111230484051,0.0111230484051,35,0,-1.30660493645,-24.4493540257,45.5303395275,-1.51179305481e-17,0.482319028463,1.61982647363,0.00920056669149,1.0439593634e-10,4.23031176209
93.2951190154,-0.00950566446511,0.00950566446511,38,1,-1.29798304438,-25.4307296443,47.1114998151,3.692278769e-17,0.440142988646,1.55292925389,0.00720999638703,-0.00146648923011,5.11446830615
91.3225816455,-0.00645315724052,0.00645315724052,37,2,-1.30552866082,-25.1121410053,50.5536016245,8.29982032481e-18,0.478833701439,1.61419067565,0.0095889029923,0.0501445393689,15.6595028857
94.2194798213,-0.00819999802089,0.00819999802089,38,3,-1.27014260092,-26.8150764002,54.1818926282,-3.09382149529e-17,0.472063956317,1.60329992161,0.00977604954122,0.0936635045528,37.2643725315
94.3091144607,-0.0102592599198,0.0102592599198,41,4,-1.23829350732,-25.9278051855,53.0777289161,2.5177958968e-17,0.406567933203,1.50165515015,0.00840727698251,0.105363216689,49.3694311345
94.3926250952,-0.00863338809246,0.00863338809246,43,5,-1.23216587563,-24.4731668856,55.2980472028,8.52679125496e-17,0.406195897274,1.50109658439,0.00700054132783,0.0634603535056,39.1373712902
94.2863039645,-0.00780322818022,0.00780322818022,41,6,-1.21491049241,-25.5882997492,53.8904052638,1.36095135772e-16,0.412677765448,1.5108580968,0.00690033612816,0.0320286496671,45.567368469
94.4172748294,-0.00543669881002,0.00543669881002,46,7,-1.1768412184,-26.313351419,55.4264180703,-1.74585455296e-17,0.380103641147,1.46243615014,0.00647195035414,0.0556710833765,45.9202648569
94.6598347461,-0.008964600926,0.008964600926,47,8,-1.14009414398,-26.5674421933,54.3149015551,5.40402519394e-17,0.376855562046,1.45769374786,0.0070892163372,0.112712018477,50.18039796
94.177292677,-0.00762939445793,0.00762939445793,47,9,-1.16566058152,-25.6052326895,54.2698462367,-1.53074642294e-16,0.358641918424,1.4313841575,0.00885369382499,0.116183222246,51.8304882096
94.6586018419,-0.00313568649499,0.00313568649499,52,10,-1.09654482733,-24.1491942626,42.211263338,4.05693242277e-17,0.325130091209,1.38421070791,0.00757491606179,0.106948784793,72.981465197
94.7505958432,-0.00521077578748,0.00521077578748,50,11,-1.10322065799,-23.3978731536,45.5887523118,-2.77750077573e-17,0.341847125803,1.40754510374,0.00850880925096,0.101460672346,68.0934528735
94.5339807222,-0.00572601681367,0.00572601681367,47,12,-1.15410243859,-24.7626060319,51.8042763895,3.56166873161e-17,0.354793852545,1.42588668107,0.00784631560784,0.084923101169,56.6258106667
94.7613640123,-0.00496292638061,0.00496292638061,53,13,-1.1069212206,-21.1502147148,45.9818283907,-1.85434875097e-17,0.334903627207,1.39780566829,0.00640274492753,0.123508470646,67.7228039961
94.8547525637,-0.00528089616918,0.00528089616918,55,14,-1.00772698197,-27.2659826235,48.0694589929,2.31157031327e-17,0.320445807941,1.3777418357,0.00837655127646,0.0698803715993,66.4512818684
94.5052809778,-0.00997987283075,0.00997987283075,50,15,-1.11472454055,-24.318044108,51.0844170274,7.22895589856e-17,0.344722872131,1.41159867213,0.00944896831034,0.0641404418522,59.176844899
94.6231805696,-0.00615827204271,0.00615827204271,54,16,-1.09657112227,-24.5108509283,43.3195293539,3.26733854046e-17,0.314875775145,1.37008910127,0.00780915463406,0.160037731078,72.1700727977
94.5482430125,-0.00522565139943,0.00522565139943,52,17,-1.12529030685,-26.1387334263,47.8615597088,9.2198451872e-18,0.327498829439,1.38749342715,0.00840781582305,0.101015376572,66.0162242404
94.4099534976,-0.0085982943583,0.0085982943583,60,18,-1.08292747764,-22.2086684901,35.7170116721,8.63563775274e-17,0.273908932986,1.31509503501,0.00694542514881,0.200303230128,80.0294003982
94.5145410781,-0.0082905629951,0.0082905629951,57,19,-1.02117667779,-21.3528988939,41.8235187398,6.13806786247e-18,0.296810749662,1.34556062755,0.00685659352545,0.143395521597,73.9018843581
94.421189622,-0.00797735257655,0.00797735257655,55,20,-1.09351993666,-25.2613523852,50.3874696084,6.39149227371e-17,0.301863521631,1.35237664396,0.00732204130652,0.149876699244,62.230803969
94.8567343545,-0.00874073513575,0.00874073513575,65,21,-0.989876934127,-23.1428782266,33.160826681,-6.38642577975e-17,0.244963997691,1.27757531672,0.00755366832313,0.233027184894,82.8020345269
94.6787622332,-0.00954362965148,0.00954362965148,54,22,-1.0753778799,-25.805006253,51.5145807707,2.71891352969e-17,0.300211456021,1.35014427353,0.00721005656968,-0.240824772497,60.8911331385
94.7316287932,-0.00802039623587,0.00802039623587,56,23,-1.03646141526,-23.115770502,42.1965980673,-7.96924384017e-17,0.288307913611,1.33416804938,0.00639637252352,0.140738951434,73.3953464956
94.6509798637,-0.00768673392439,0.00768673392439,53,24,-0.98845742282,-24.3514710698,48.8713360975,7.27736031474e-17,0.280813610745,1.32420676302,0.00921155288729,0.135030266431,65.4414786314
94.547804161,-0.0104306994084,0.0104306994084,48,25,-1.08619231975,-23.751426787,55.8331879252,-1.59978020792e-16,0.314456567277,1.3695148695,0.00923656371978,0.0749665846917,44.1819465337
94.5714703091,-0.00861362431328,0.00861362431328,62,26,-0.976377561559,-24.6366649549,42.6159202468,-3.17640118207e-17,0.250858478315,1.28512819795,0.00745295679129,0.189446818776,73.9654167551
