MaxReturn,LossAfter,dLoss,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,LossBefore,Entropy,Perplexity,MeanKL,ExplainedVariance,AverageReturn
-1199.44291123,-0.00708367429819,0.00708367429819,13,0,-1678.81962832,-2471.05863247,317.935594495,-4.55165480088e-17,1.33662003855,3.80615707562,0.000997200667748,4.06341627013e-14,-1959.43110065
-1663.03518396,-0.00567535136922,0.00567535136922,13,1,-1712.5304459,-2512.62174965,258.622522424,8.17294949666e-17,1.35010289764,3.85782247111,0.000838686580368,0.940566529967,-1989.79524682
-1269.65967922,-0.00620118365431,0.00620118365431,14,2,-1774.63716241,-3032.19161606,419.734143543,-1.23623971851e-17,1.34239490066,3.82820069609,0.000785769269909,0.883439550272,-2081.53254381
-1662.25554677,-0.00486346326258,0.00486346326258,13,3,-1672.0173688,-2274.26538294,221.349274769,-2.73926180883e-17,1.33887496862,3.81474937755,0.000932730956045,0.930310904721,-1953.4435397
-1564.00605736,-0.00545604708621,0.00545604708621,13,4,-1688.79107766,-2629.10009222,306.408509539,-7.20790948295e-17,1.33729532835,3.8087282027,0.000701194912715,0.916562716784,-1971.00584694
-1308.01014188,-0.00466281264267,0.00466281264267,14,5,-1640.89629071,-2493.60568157,298.869456719,-1.03727696308e-16,1.33468528028,3.79880020093,0.00091910520293,0.902354214157,-1909.4056835
-1296.91030009,-0.00471916536724,0.00471916536724,13,6,-1557.25634053,-2635.08913196,375.185069557,1.00072953975e-16,1.3351100545,3.8004141761,0.000650483205457,0.851393950244,-1806.53291666
-1210.6893106,-0.00525032827439,0.00525032827439,14,7,-1504.67901775,-2123.19501144,254.269338865,-1.39493637908e-16,1.3328379003,3.79178885182,0.000718064674485,0.90855121739,-1739.39531593
-1440.27622258,-0.00547306088121,0.00547306088121,13,8,-1602.45364477,-2358.66054049,255.071751472,1.07648932503e-16,1.3304363477,3.78269359717,0.000681899561383,0.909759061663,-1860.208463
-1388.67574169,-0.00144512129863,0.00144512129863,13,9,-1611.75859009,-2306.94871572,215.943689829,-1.56637523465e-16,1.32128033024,3.74821726236,0.000887816331947,0.922952160117,-1889.31636576
-1382.54388702,-0.00549745662,0.00549745662,13,10,-1460.15829338,-2175.78389586,235.686759362,1.32543548786e-16,1.33057447473,3.78321612549,0.000990311224578,0.898899711055,-1682.00204013
-1327.79451124,-0.00631142321527,0.00631142321527,14,11,-1490.32824051,-2000.91614823,208.011360183,-1.72897024743e-16,1.32711284919,3.77014268866,0.00067371907523,0.923985790935,-1712.94896955
-1167.4019498,-0.00276324584591,0.00276324584591,14,12,-1492.71412327,-2088.45837951,224.825969021,-1.53572876e-16,1.31914801907,3.74023341186,0.000780533332472,0.91784261973,-1722.27380707
-1442.7584136,-0.00575463903116,0.00575463903116,13,13,-1582.43218618,-2632.75061593,380.073415876,-1.81339985763e-16,1.31916007766,3.74027851409,0.00086579478561,0.859169091602,-1849.4117235
-1308.18012829,-0.00498795180016,0.00498795180016,14,14,-1364.61054815,-2044.10920713,177.395650541,-1.05888323158e-17,1.31811921117,3.73638740892,0.000667531313232,0.899250754604,-1560.35287914
-1237.71664564,-0.00776501296092,0.00776501296092,14,15,-1397.60778764,-2216.74133351,287.739786002,5.18612128194e-17,1.31246708444,3.71532844381,0.000977872063006,0.918862089103,-1601.60035784
-1205.21320895,-0.00766070026579,0.00766070026579,14,16,-1427.86898608,-2307.30611681,261.90609347,-3.16690515701e-17,1.31352398625,3.71925725699,0.000899423026091,0.917665045311,-1634.34746496
-1299.89691022,-0.00624416072157,0.00624416072157,13,17,-1387.42914572,-2017.20324269,172.492231374,7.01148540936e-17,1.30436444628,3.68534611381,0.000851087191977,0.948749826798,-1583.27665934
-1183.13735474,-0.0064591765082,0.0064591765082,14,18,-1360.03361358,-1813.18065496,180.30459743,-2.38115793093e-16,1.29902850254,3.66573368623,0.000744153888253,0.943328491821,-1548.07936019
-1258.60427233,-0.00425080948182,0.00425080948182,14,19,-1246.10671938,-1715.85467346,128.098734383,2.83991831661e-17,1.28462634595,3.6133175742,0.000724235069079,0.955101311714,-1403.75020557
-1049.25983376,-0.00711778683956,0.00711778683956,13,20,-1268.08954936,-1807.19593062,217.009938176,-2.57160285257e-18,1.280243093,3.59751414978,0.000975385645353,0.909333665361,-1429.91977612
-1105.83339111,-0.00520907683455,0.00520907683455,14,21,-1294.00569477,-1765.18832361,186.043179689,1.60202159771e-16,1.26584123625,3.54607456818,0.000990861916073,0.915444224448,-1469.95236963
-1024.8321421,-0.00522218850803,0.00522218850803,14,22,-1203.50133647,-1565.57076863,138.960841586,6.04660043669e-17,1.2600214584,3.52549713809,0.000696007333387,0.94060748737,-1348.14717165
-1090.34405988,-0.00687684414689,0.00687684414689,14,23,-1226.3753542,-1566.70299127,135.767983842,-5.58852570326e-17,1.26458550621,3.5416244505,0.000716674367999,0.953266883326,-1375.22812695
