MaxReturn,LossAfter,dLoss,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,LossBefore,Entropy,Perplexity,MeanKL,ExplainedVariance,AverageReturn
-16.9785175881,-0.0371444856351,0.0371444856351,50,0,-1.36658954115,-26.4103772989,2.83789807358,-4.25510578939e-17,2.11992475548,8.3305106388,0.00968189638655,2.96388835697e-09,-20.3333010267
82.2907527152,-0.0267709048085,0.0267709048085,45,1,-1.3660355198,-29.2062130249,15.421733694,4.86210673367e-17,2.11821248009,8.31625871558,0.0075995927314,0.105264017798,-18.0594724339
-15.8464214454,-0.0238628440124,0.0238628440124,44,2,-1.37575405636,-29.1196995679,3.38099834612,7.07317449842e-17,2.11367175096,8.27858244101,0.00926927349822,-0.718815878421,-20.7448985813
88.0349774924,-0.0127022889711,0.0127022889711,39,3,-1.35818814581,-28.8287871983,17.3152383219,-3.45688932493e-17,2.08154852627,8.01687364671,0.00904376283599,0.067910940439,-17.1060235006
-16.2768980758,-0.0236615183968,0.0236615183968,46,4,-1.36281641224,-27.0020475987,2.65174931485,1.81313914644e-17,2.08722628056,8.06252094995,0.00666735493606,0.304505111695,-20.2670763937
87.4673999195,-0.0358987903028,0.0358987903028,39,5,-1.35545681323,-30.3385824273,17.6038075994,-1.30504338218e-16,2.06558964478,7.88994879347,0.0067649809271,0.014375232472,-18.3338321635
-15.6104326904,-0.0191852054396,0.0191852054396,40,6,-1.35870159961,-30.9971466186,4.1735357456,8.3133041735e-17,2.07319030718,7.95014611056,0.00635757026409,0.338212864223,-22.8746304526
-16.3170586399,-0.0243742235362,0.0243742235362,39,7,-1.35498933852,-31.6246382621,3.93824068483,-2.86379460276e-16,2.06270872461,7.86725119155,0.0099915566815,0.254253225255,-21.5087223695
88.8128466622,-0.0161006428182,0.0161006428182,38,8,-1.35316151124,-29.517006365,24.7088164481,-2.90005083108e-17,2.03935897911,7.68568093742,0.00714265080094,0.0683240381028,-16.2467542655
83.4433020275,-0.0169422942992,0.0169422942992,35,9,-1.36093480886,-30.3362185316,24.9510822004,-3.96631938595e-17,2.02721123853,7.59288206874,0.00757213771484,0.107302513799,-17.0820210448
87.3175702216,-0.0149703330923,0.0149703330923,37,10,-1.35556546434,-30.6552422258,18.1431913106,7.82536052599e-18,2.02208082942,7.55402723316,0.00990410747307,-0.0616302171744,-19.107547351
87.3001196413,-0.0113180350668,0.0113180350668,40,11,-1.3678323361,-29.8429253308,24.0438267529,7.20212018219e-17,2.03487219115,7.65127416247,0.00722382312492,0.125366585558,-17.0644257723
92.423780778,-0.018035570205,0.018035570205,34,12,-1.34845274518,-30.7677532811,19.6270095292,-1.88844519964e-17,1.98740287043,7.29655902388,0.00685384114536,-0.161075851353,-17.6285516571
92.5307406892,-0.0152959815952,0.0152959815952,36,13,-1.35785432399,-30.1733038832,25.6596889733,-4.25699763633e-17,2.01459521743,7.49769183188,0.00696158839106,0.0761976620229,-14.7426303361
-15.7923104949,-0.0175572710337,0.0175572710337,39,14,-1.3651980598,-29.9775202881,3.77281140155,-5.26868780404e-17,2.03126382983,7.62371535165,0.00681347200329,-0.73327762917,-20.5323177393
86.5718210233,-0.0238271596356,0.0238271596356,35,15,-1.35770713618,-29.2538999142,18.2640265569,1.94444435668e-17,2.02077180134,7.54414526869,0.00951871457507,0.0277536391375,-17.7882952441
86.6439484829,-0.0204917952406,0.0204917952406,35,16,-1.36935804209,-28.4696995306,18.0539783528,-7.15693004496e-17,2.02001248497,7.53841905001,0.00800080908498,0.0608244334285,-17.1715418911
87.8443015764,-0.0165593847289,0.0165593847289,32,17,-1.35215729865,-30.1468877535,31.1266890952,-1.16997848923e-17,2.01275094103,7.48387675912,0.00938750900391,0.0732618160451,-10.7253282959
-16.9132472433,-0.0190831215043,0.0190831215043,33,18,-1.35113941579,-30.9512730673,4.48878382246,5.12331806472e-19,2.00630702636,7.43580634305,0.00635537579226,-0.784981579381,-21.25631225
