MaxReturn,LossAfter,dLoss,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,LossBefore,Entropy,Perplexity,MeanKL,ExplainedVariance,AverageReturn
-939.571078546,-0.00607261306108,0.00607261306108,14,0,-1126.57553746,-1614.95338872,170.862504482,-3.98878683793e-16,1.29235426379,3.64134916897,0.000937080734251,1.1135536937e-13,-1316.87077601
-851.542764978,-0.00652708309565,0.00652708309565,14,1,-1055.31865522,-1571.75191055,191.288065803,-8.12885557707e-17,1.29913518994,3.66612479469,0.000846419237297,0.879841861333,-1223.19098095
-998.578164742,-0.00513843962231,0.00513843962231,14,2,-1037.56660365,-1516.57606059,169.431865376,6.40481249765e-17,1.30633450419,3.69261361543,0.000638428177878,0.871212187832,-1197.21500058
-868.04796704,-0.00688235899769,0.00688235899769,14,3,-963.338878751,-1464.19060871,201.475091328,2.07676030039e-16,1.32005002805,3.74360865802,0.000766110502148,0.86376597681,-1100.35654363
-746.52457402,-0.00643421815019,0.00643421815019,14,4,-991.785631466,-1489.33234704,229.618464999,-6.60907252321e-17,1.32143212966,3.74878628275,0.000956786035551,0.873012631475,-1138.96569559
-836.794921281,-0.00564644108308,0.00564644108308,14,5,-931.619907718,-1415.53252818,200.540431892,9.39419482375e-17,1.32351840606,3.75661545115,0.000666523256318,0.862838916488,-1063.48027882
-739.259262937,-0.00641085947507,0.00641085947507,15,6,-875.776686988,-1346.2187468,163.169255395,1.15755489628e-16,1.32691739429,3.7694058678,0.000892306406057,0.882801765036,-984.406549744
-667.702552834,-0.00740987825932,0.00740987825932,15,7,-855.125942359,-1309.20231782,172.123013775,-4.72221557985e-17,1.32180720924,3.75019263965,0.000705011932064,0.897299621095,-957.787544922
-846.56097214,-0.00770837654012,0.00770837654012,14,8,-942.887447415,-1388.1160699,160.235108157,-1.28299786613e-16,1.32157205948,3.74931088644,0.00091786625163,0.915950326436,-1073.33978209
-696.073088676,-0.00611441376615,0.00611441376615,15,9,-847.749070605,-1356.76749274,197.822273808,-6.6680061539e-17,1.32154665279,3.74921563007,0.000742135959179,0.85287071014,-956.49695297
-804.450047045,-0.00800860015616,0.00800860015616,14,10,-887.704044907,-1214.41216355,107.647598101,-6.7601648185e-17,1.31111922059,3.71032406029,0.000939319628246,0.93988212309,-1004.42723358
-719.018159731,-0.00866937748209,0.00866937748209,15,11,-817.093650765,-1104.54666891,107.602690197,-1.24695847073e-16,1.31261855848,3.71589126224,0.000982084134267,0.940477515974,-908.268196412
-701.040344126,-0.00697317151428,0.00697317151428,15,12,-800.602484863,-1413.74177913,179.640244836,-2.91487126156e-17,1.30216695075,3.67725647393,0.000735917770711,0.846754287165,-895.751850413
-664.529600804,-0.00681514831323,0.00681514831323,16,13,-754.351866132,-1297.28198272,151.096373958,3.49514655901e-17,1.30135944009,3.6742882487,0.000748974461341,0.887572606449,-833.642802812
-600.383831706,-0.0082518278797,0.0082518278797,16,14,-721.463546467,-1016.67014355,126.046966374,-6.63415594669e-17,1.2950124345,3.65104137272,0.000948386178594,0.923518082619,-796.164590825
-514.143445849,-0.00704225121973,0.00704225121973,17,15,-682.156710738,-890.276684035,81.1963925912,9.00524317603e-17,1.29385579611,3.64682087937,0.000768680660209,0.951127925857,-744.397670036
-600.6903772,-0.00858661285721,0.00858661285721,16,16,-723.289104415,-978.337984151,123.559566627,3.00901567422e-17,1.28022410321,3.59744583439,0.000828188796276,0.913769676312,-799.927517038
-562.908223381,-0.00688154147412,0.00688154147412,18,17,-659.205140558,-1084.30337336,109.171789849,-1.1370066151e-16,1.27630116463,3.58336092052,0.000687070635925,0.912420082431,-719.120730049
-527.335348993,-0.0101783642209,0.0101783642209,17,18,-627.343752651,-907.586954366,91.1380777693,2.94127931686e-17,1.26944987793,3.55889419751,0.00087877303696,0.949113397159,-682.646507359
-542.578234522,-0.00669083132945,0.00669083132945,17,19,-641.994205106,-951.369134233,97.8828026335,-7.08338418859e-17,1.26173285603,3.53153583135,0.000769132343169,0.929006775328,-699.320233781
-570.88964038,-0.00690410198232,0.00690410198232,17,20,-658.485212555,-964.158873191,89.2925375877,3.73624215321e-17,1.24446630827,3.47108181725,0.000716371307277,0.948234869997,-718.613415508
-558.100876448,-0.0078161385636,0.0078161385636,17,21,-632.43688643,-816.322264235,83.4198746638,-5.04646829375e-18,1.2110602619,3.35704211014,0.000985534577908,0.934433946278,-687.382526902
-543.106320424,-0.00655052247003,0.00655052247003,18,22,-601.762383032,-733.96249088,61.0550974233,-1.10756486894e-18,1.2121306428,3.36063734769,0.000769534152092,0.956747437472,-652.30573901
-529.692570313,-0.00951979020361,0.00951979020361,18,23,-613.527966738,-1089.71864753,126.793920109,1.26055637679e-16,1.22907089296,3.41805232407,0.00097532422504,0.836470727377,-669.814642372
-515.473907695,-0.00850270727519,0.00850270727519,18,24,-588.274456674,-868.082461886,96.4074775636,-1.31267002079e-17,1.19616374445,3.30740450539,0.000892608585238,0.908485102612,-635.45483711
-503.399818478,-0.00599637464405,0.00599637464405,19,25,-566.481076634,-711.16498227,57.2453555639,-8.05720107677e-17,1.21805213799,3.38059638091,0.000715422447755,0.952296458403,-611.150551303
-514.744894567,-0.00670338929622,0.00670338929622,19,26,-572.434218759,-717.863978333,59.882804799,-1.96638247308e-17,1.201624413,3.32551454664,0.000907147689586,0.955422111979,-618.868518121
-491.427837081,-0.00731126408419,0.00731126408419,20,27,-558.332980194,-671.919684832,45.9209373342,4.91233202144e-17,1.19096158898,3.29024354863,0.000940181291936,0.962633478474,-599.85502415
-482.861214349,-0.00777456740428,0.00777456740428,19,28,-572.524425681,-870.324141772,83.1034490594,3.57847872563e-17,1.19718436082,3.31078181977,0.000864651011164,0.926475567812,-619.21226238
-496.718821085,-0.00835010047055,0.00835010047055,19,29,-553.459888088,-834.541071807,79.5393747373,1.47165926729e-16,1.15204361945,3.16465365355,0.000954340557099,0.925224902242,-596.925976349
-505.253977558,-0.00567089754623,0.00567089754623,20,30,-537.793580348,-659.560227227,43.5880975884,-7.81082070367e-17,1.14764994027,3.15077968189,0.000783690819627,0.959334596204,-576.806325255
-509.454445788,-0.00430999761632,0.00430999761633,20,31,-534.532841953,-629.775340055,39.0725198138,3.9000829762e-16,1.14081513275,3.12931813553,0.00074791829401,0.975314699814,-573.598030168
-487.346504272,-0.00665095631016,0.00665095631016,20,32,-527.25230018,-656.708278788,37.5825515129,2.02019609095e-16,1.13583338552,3.1137674306,0.000870438461574,0.974976268245,-564.568953756
